Time   | Frame  | Pose? | PValid | Hand? | Raw Handedness   | P_NZ  | LH_NZ | RH_NZ | Hist  | Top-1 Prediction       | Top-2 Prediction      
 3.26s |    117 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    19 | good (66.3%)           | morning (28.7%)       
 3.35s |    120 | True  | True   | True  | Right:0.96       |    99 |     0 |    63 |    20 | good (94.7%)           | morning (3.5%)        
 3.43s |    123 | True  | True   | True  | Right:0.97       |    99 |     0 |    63 |    21 | good (89.7%)           | thank you (7.6%)      
 3.51s |    126 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    22 | good (92.8%)           | thank you (6.1%)      
 3.60s |    129 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    23 | good (92.6%)           | thank you (5.8%)      
 3.68s |    132 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    24 | good (81.1%)           | morning (9.9%)        
 3.76s |    135 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 3.85s |    138 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 3.93s |    141 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.01s |    144 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.10s |    147 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.18s |    150 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.27s |    153 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.35s |    156 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.43s |    159 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.52s |    162 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.60s |    165 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.68s |    168 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.77s |    171 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.85s |    174 | True  | True   | False | None             |    99 |     0 |     0 |    24 | good (81.1%)           | morning (9.9%)        
 4.93s |    177 | True  | True   | True  | Right:0.94       |    99 |     0 |    63 |    25 | good (56.8%)           | thank you (31.1%)     
 5.02s |    180 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    26 | good (72.4%)           | thank you (14.3%)     
 5.10s |    183 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    27 | thank you (47.7%)      | good (44.6%)          
 5.19s |    186 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    28 | thank you (64.8%)      | good (22.8%)          
 5.27s |    189 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    29 | thank you (79.6%)      | good (16.9%)          
 5.35s |    192 | True  | True   | False | None             |    99 |     0 |     0 |    29 | thank you (79.6%)      | good (16.9%)          
 5.44s |    195 | True  | True   | False | None             |    99 |     0 |     0 |    29 | thank you (79.6%)      | good (16.9%)          
 5.52s |    198 | True  | True   | False | None             |    99 |     0 |     0 |    29 | thank you (79.6%)      | good (16.9%)          
 5.60s |    201 | True  | True   | False | None             |    99 |     0 |     0 |    29 | thank you (79.6%)      | good (16.9%)          
 5.69s |    204 | True  | True   | True  | Left:0.69        |    99 |    63 |     0 |    30 | thank you (94.0%)      | good (4.9%)           
 5.77s |    207 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (94.0%)      | good (4.9%)           
 5.85s |    210 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (94.0%)      | good (4.9%)           
 5.94s |    213 | True  | True   | True  | Right:0.97       |    99 |     0 |    63 |    30 | thank you (98.7%)      | good (0.7%)           
 6.02s |    216 | True  | True   | True  | Right:0.95       |    99 |     0 |    63 |    30 | thank you (98.6%)      | morning (0.7%)        
 6.11s |    219 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.6%)      | morning (0.7%)        
 6.19s |    222 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.6%)      | morning (0.7%)        
 6.27s |    225 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.6%)      | morning (0.7%)        
 6.36s |    228 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.6%)      | morning (0.7%)        
 6.44s |    231 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.6%)      | morning (0.7%)        
 6.52s |    234 | True  | True   | True  | Right:0.74       |    99 |     0 |    63 |    30 | thank you (97.4%)      | morning (1.5%)        
 6.61s |    237 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    30 | thank you (98.7%)      | morning (0.6%)        
 6.69s |    240 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 6.77s |    243 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 6.86s |    246 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 6.94s |    249 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 7.02s |    252 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 7.11s |    255 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 7.19s |    258 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | morning (0.6%)        
 7.28s |    261 | True  | True   | True  | Right:0.96       |    99 |     0 |    63 |    30 | thank you (99.1%)      | morning (0.4%)        
 7.36s |    264 | True  | True   | True  | Right:0.92       |    99 |     0 |    63 |    30 | thank you (99.6%)      | morning (0.2%)        
 7.44s |    267 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    30 | thank you (99.8%)      | morning (0.1%)        
 7.53s |    270 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    30 | thank you (99.8%)      | morning (0.1%)        
 7.61s |    273 | True  | True   | True  | Right:0.89       |    99 |     0 |    63 |    30 | thank you (99.2%)      | good (0.3%)           
 7.69s |    276 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (99.2%)      | good (0.3%)           
 7.78s |    279 | True  | True   | True  | Right:0.93       |    99 |     0 |    63 |    30 | thank you (98.7%)      | sorry (0.7%)          
 7.86s |    282 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | sorry (0.7%)          
 7.94s |    285 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | sorry (0.7%)          
 8.03s |    288 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (98.7%)      | sorry (0.7%)          
 8.11s |    291 | True  | True   | True  | Right:0.92       |    99 |     0 |    63 |    30 | thank you (94.0%)      | good (4.2%)           
 8.20s |    294 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    30 | thank you (84.2%)      | good (11.0%)          
 8.28s |    297 | True  | True   | True  | Right:0.99, Right:0.98 |    99 |     0 |    63 |    30 | thank you (84.4%)      | good (8.0%)           
 8.36s |    300 | True  | True   | True  | Right:0.92       |    99 |     0 |    63 |    30 | thank you (75.0%)      | good (12.3%)          
 8.45s |    303 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 8.53s |    306 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 8.61s |    309 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 8.70s |    312 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 8.78s |    315 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 8.86s |    318 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 8.95s |    321 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 9.03s |    324 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 9.12s |    327 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 9.20s |    330 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (75.0%)      | good (12.3%)          
 9.28s |    333 | True  | True   | True  | Right:0.90       |    99 |     0 |    63 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.37s |    336 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.45s |    339 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.53s |    342 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.62s |    345 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.70s |    348 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.78s |    351 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.87s |    354 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
 9.95s |    357 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.04s |    360 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.12s |    363 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.20s |    366 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.29s |    369 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.37s |    372 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.45s |    375 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.54s |    378 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.62s |    381 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.70s |    384 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.79s |    387 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.87s |    390 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
10.96s |    393 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.04s |    396 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.12s |    399 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.21s |    402 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.29s |    405 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.37s |    408 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.46s |    411 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.54s |    414 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.62s |    417 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.71s |    420 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.79s |    423 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.88s |    426 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
11.96s |    429 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.04s |    432 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.13s |    435 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.21s |    438 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.29s |    441 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.38s |    444 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.46s |    447 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.54s |    450 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.63s |    453 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (73.8%)      | sorry (10.6%)         
12.71s |    456 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    30 | thank you (72.9%)      | sorry (13.4%)         
12.80s |    459 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    30 | thank you (67.4%)      | sorry (19.1%)         
12.88s |    462 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    30 | thank you (46.7%)      | sorry (37.6%)         
12.96s |    465 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.05s |    468 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.13s |    471 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.21s |    474 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.30s |    477 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.38s |    480 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.46s |    483 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (46.7%)      | sorry (37.6%)         
13.55s |    486 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    30 | sorry (45.1%)          | thank you (37.3%)     
13.63s |    489 | True  | True   | True  | Right:0.99       |    99 |     0 |    63 |    30 | sorry (59.6%)          | thank you (24.3%)     
13.72s |    492 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    30 | sorry (45.5%)          | thank you (31.6%)     
13.80s |    495 | True  | True   | True  | Right:0.98       |    99 |     0 |    63 |    30 | thank you (38.7%)      | sorry (29.0%)         
13.88s |    498 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
13.97s |    501 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.05s |    504 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.13s |    507 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.22s |    510 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.30s |    513 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.38s |    516 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.47s |    519 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.55s |    522 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.64s |    525 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.72s |    528 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.80s |    531 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.89s |    534 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
14.97s |    537 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.05s |    540 | False | False  | False | None             |     0 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.14s |    543 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.22s |    546 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.30s |    549 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.39s |    552 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.47s |    555 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.56s |    558 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.64s |    561 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.72s |    564 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.81s |    567 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.89s |    570 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
15.97s |    573 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.06s |    576 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.14s |    579 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.22s |    582 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.31s |    585 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.39s |    588 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.48s |    591 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.56s |    594 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.64s |    597 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.73s |    600 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.81s |    603 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.89s |    606 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
16.98s |    609 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.06s |    612 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.14s |    615 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.23s |    618 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.31s |    621 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.40s |    624 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.48s |    627 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
17.56s |    630 | True  | True   | False | None             |    99 |     0 |     0 |    30 | thank you (38.7%)      | sorry (29.0%)         
